label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Trash,617,442,116,68,image_20250419_154252.jpg,1280,720
Trash,865,425,108,52,image_20250419_154252.jpg,1280,720
Trash,348,409,91,53,image_20250419_154257.jpg,1280,720
Trash,617,442,117,68,image_20250419_154257.jpg,1280,720
Trash,861,424,114,54,image_20250419_154257.jpg,1280,720
Trash,859,420,117,58,image_20250419_154302.jpg,1280,720
Trash,863,429,111,46,image_20250419_154307.jpg,1280,720
Trash,270,626,358,94,image_20250419_154307.jpg,1280,720
Trash,425,573,291,147,image_20250419_154312.jpg,1280,720
Trash,968,560,286,160,image_20250419_154312.jpg,1280,720
Trash,965,568,285,152,image_20250419_154317.jpg,1280,720
Trash,342,652,378,68,image_20250419_154317.jpg,1280,720
Trash,971,565,282,155,image_20250419_154323.jpg,1280,720
Trash,342,649,379,71,image_20250419_154323.jpg,1280,720
Trash,336,653,379,67,image_20250419_154328.jpg,1280,720
Trash,969,566,285,154,image_20250419_154328.jpg,1280,720
Trash,336,655,381,65,image_20250419_154333.jpg,1280,720
Trash,969,566,283,154,image_20250419_154333.jpg,1280,720
Trash,339,656,381,64,image_20250419_154338.jpg,1280,720
Trash,976,563,271,157,image_20250419_154338.jpg,1280,720
Trash,488,621,212,99,image_20250419_154343.jpg,1280,720
Trash,971,563,277,157,image_20250419_154343.jpg,1280,720
Trash,976,565,280,155,image_20250419_154348.jpg,1280,720
Trash,302,647,393,73,image_20250419_154348.jpg,1280,720
Trash,296,652,398,68,image_20250419_154353.jpg,1280,720
Trash,971,563,279,157,image_20250419_154353.jpg,1280,720
Trash,232,627,428,93,image_20250419_154358.jpg,1280,720
Trash,939,554,279,166,image_20250419_154358.jpg,1280,720
Trash,282,621,413,99,image_20250419_154403.jpg,1280,720
Trash,976,551,299,169,image_20250419_154403.jpg,1280,720
Trash,28,579,451,141,image_20250419_154418.jpg,1280,720
Trash,1152,548,125,98,image_20250419_154418.jpg,1280,720
Trash,55,573,442,147,image_20250419_154423.jpg,1280,720
Trash,64,586,445,134,image_20250419_154428.jpg,1280,720
Trash,1062,499,218,152,image_20250419_154428.jpg,1280,720
Trash,69,583,439,137,image_20250419_154433.jpg,1280,720
Trash,1047,490,233,162,image_20250419_154433.jpg,1280,720
Trash,67,588,442,132,image_20250419_154438.jpg,1280,720
Trash,1046,487,234,163,image_20250419_154438.jpg,1280,720
Trash,63,591,443,129,image_20250419_154443.jpg,1280,720
Trash,1041,492,239,166,image_20250419_154443.jpg,1280,720
Trash,61,586,446,134,image_20250419_154448.jpg,1280,720
Trash,1033,490,247,163,image_20250419_154448.jpg,1280,720
Trash,61,585,446,135,image_20250419_154453.jpg,1280,720
Trash,1043,489,237,166,image_20250419_154453.jpg,1280,720
Trash,67,588,440,132,image_20250419_154458.jpg,1280,720
Trash,1046,490,234,163,image_20250419_154458.jpg,1280,720
Trash,67,586,445,134,image_20250419_154503.jpg,1280,720
Trash,1044,489,236,163,image_20250419_154503.jpg,1280,720
Trash,67,589,443,131,image_20250419_154508.jpg,1280,720
Trash,1047,490,233,168,image_20250419_154508.jpg,1280,720
Trash,63,586,450,134,image_20250419_154513.jpg,1280,720
Trash,1043,489,237,166,image_20250419_154513.jpg,1280,720
Trash,61,585,442,135,image_20250419_154518.jpg,1280,720
Trash,1046,489,234,162,image_20250419_154518.jpg,1280,720
Trash,69,586,442,134,image_20250419_154523.jpg,1280,720
Trash,1046,487,234,165,image_20250419_154523.jpg,1280,720
Trash,61,588,442,132,image_20250419_154528.jpg,1280,720
Trash,1047,492,233,168,image_20250419_154528.jpg,1280,720
Trash,61,585,443,135,image_20250419_154533.jpg,1280,720
Trash,1049,493,231,158,image_20250419_154533.jpg,1280,720
Trash,58,588,450,132,image_20250419_154538.jpg,1280,720
Trash,1049,492,231,166,image_20250419_154538.jpg,1280,720
Trash,61,591,451,129,image_20250419_154543.jpg,1280,720
Trash,1046,492,234,162,image_20250419_154543.jpg,1280,720
Trash,67,586,442,134,image_20250419_154548.jpg,1280,720
Trash,1043,492,237,162,image_20250419_154548.jpg,1280,720
Trash,64,591,442,129,image_20250419_154554.jpg,1280,720
Trash,1046,492,234,165,image_20250419_154554.jpg,1280,720
Trash,66,589,440,131,image_20250419_154559.jpg,1280,720
Trash,1046,493,234,162,image_20250419_154559.jpg,1280,720
Trash,67,589,440,131,image_20250419_154604.jpg,1280,720
Trash,1043,489,237,169,image_20250419_154604.jpg,1280,720
Trash,69,589,443,126,image_20250419_154609.jpg,1280,720
Trash,1040,493,240,158,image_20250419_154609.jpg,1280,720
Trash,63,585,450,135,image_20250419_154614.jpg,1280,720
Trash,1038,492,242,162,image_20250419_154614.jpg,1280,720
Trash,66,588,443,132,image_20250419_154619.jpg,1280,720
Trash,1041,493,239,162,image_20250419_154619.jpg,1280,720
Trash,61,589,328,116,image_20250419_154624.jpg,1280,720
Trash,128,557,427,163,image_20250419_154629.jpg,1280,720
Trash,1091,466,189,162,image_20250419_154629.jpg,1280,720
Trash,189,672,308,48,image_20250419_154634.jpg,1280,720
Trash,1082,617,198,103,image_20250419_154639.jpg,1280,720
Trash,1085,637,195,83,image_20250419_154644.jpg,1280,720
Trash,1085,637,195,83,image_20250419_154649.jpg,1280,720
Trash,1088,634,192,86,image_20250419_154654.jpg,1280,720
Trash,1087,641,193,79,image_20250419_154659.jpg,1280,720
Trash,1087,638,193,82,image_20250419_154704.jpg,1280,720
Trash,1091,640,189,80,image_20250419_154709.jpg,1280,720
Trash,1104,647,176,73,image_20250419_154714.jpg,1280,720
Trash,1114,650,166,70,image_20250419_154724.jpg,1280,720
Trash,1110,646,170,74,image_20250419_154729.jpg,1280,720
Trash,1104,646,176,74,image_20250419_154734.jpg,1280,720
Trash,1096,652,184,49,image_20250419_154739.jpg,1280,720
Trash,1091,650,189,70,image_20250419_154744.jpg,1280,720
Trash,1099,655,181,65,image_20250419_154749.jpg,1280,720
Trash,1094,650,186,70,image_20250419_154754.jpg,1280,720
Trash,1100,652,180,68,image_20250419_154759.jpg,1280,720
Trash,1093,649,187,70,image_20250419_154804.jpg,1280,720
Trash,2,588,192,131,image_20250419_154809.jpg,1280,720
Trash,707,565,171,110,image_20250419_154809.jpg,1280,720
Trash,790,591,232,129,image_20250419_154809.jpg,1280,720
Trash,3,592,192,128,image_20250419_154814.jpg,1280,720
Trash,704,563,180,107,image_20250419_154814.jpg,1280,720
Trash,800,585,219,135,image_20250419_154814.jpg,1280,720
Trash,3,589,192,131,image_20250419_154820.jpg,1280,720
Trash,706,565,180,107,image_20250419_154820.jpg,1280,720
Trash,794,586,226,128,image_20250419_154820.jpg,1280,720
Trash,0,585,194,135,image_20250419_154825.jpg,1280,720
Trash,706,559,174,107,image_20250419_154825.jpg,1280,720
Trash,793,585,232,135,image_20250419_154825.jpg,1280,720
Trash,2,594,172,126,image_20250419_154830.jpg,1280,720
Trash,703,562,175,108,image_20250419_154830.jpg,1280,720
Trash,793,589,227,130,image_20250419_154830.jpg,1280,720
Trash,0,592,171,126,image_20250419_154835.jpg,1280,720
Trash,706,565,172,105,image_20250419_154835.jpg,1280,720
Trash,793,585,239,134,image_20250419_154835.jpg,1280,720
Trash,2,594,171,126,image_20250419_154840.jpg,1280,720
Trash,707,562,175,107,image_20250419_154840.jpg,1280,720
Trash,799,583,229,137,image_20250419_154840.jpg,1280,720
Trash,2,589,174,131,image_20250419_154845.jpg,1280,720
Trash,703,563,181,114,image_20250419_154845.jpg,1280,720
Trash,796,589,229,131,image_20250419_154845.jpg,1280,720
Trash,701,557,177,113,image_20250419_154850.jpg,1280,720
Trash,785,589,233,130,image_20250419_154850.jpg,1280,720
Trash,753,547,111,82,image_20250419_154855.jpg,1280,720
Trash,803,592,222,126,image_20250419_154855.jpg,1280,720
Trash,0,594,171,126,image_20250419_154900.jpg,1280,720
Trash,788,598,233,122,image_20250419_154900.jpg,1280,720
Trash,0,591,157,129,image_20250419_154905.jpg,1280,720
Trash,726,463,123,183,image_20250419_154905.jpg,1280,720
Trash,816,583,215,125,image_20250419_154905.jpg,1280,720
Trash,0,585,160,135,image_20250419_154910.jpg,1280,720
Trash,732,466,133,192,image_20250419_154910.jpg,1280,720
Trash,820,583,209,128,image_20250419_154910.jpg,1280,720
Trash,0,588,165,131,image_20250419_154915.jpg,1280,720
Trash,732,474,128,172,image_20250419_154915.jpg,1280,720
Trash,817,579,209,134,image_20250419_154915.jpg,1280,720
Trash,0,591,163,129,image_20250419_154920.jpg,1280,720
Trash,733,469,126,178,image_20250419_154920.jpg,1280,720
Trash,820,585,210,128,image_20250419_154920.jpg,1280,720
Trash,0,591,158,125,image_20250419_154925.jpg,1280,720
Trash,738,469,120,177,image_20250419_154925.jpg,1280,720
Trash,817,585,207,128,image_20250419_154925.jpg,1280,720
Trash,0,591,162,128,image_20250419_154930.jpg,1280,720
Trash,736,470,123,172,image_20250419_154930.jpg,1280,720
Trash,823,583,192,123,image_20250419_154930.jpg,1280,720
Trash,0,586,165,134,image_20250419_154935.jpg,1280,720
Trash,0,595,157,125,image_20250419_154940.jpg,1280,720
Trash,736,475,122,174,image_20250419_154940.jpg,1280,720
Trash,822,585,206,131,image_20250419_154940.jpg,1280,720
Trash,0,579,160,141,image_20250419_154945.jpg,1280,720
Trash,2,595,154,125,image_20250419_154950.jpg,1280,720
Trash,0,598,168,122,image_20250419_154955.jpg,1280,720
Trash,3,595,171,125,image_20250419_155000.jpg,1280,720
Trash,221,0,610,356,image_20250419_155000.jpg,1280,720
Trash,118,205,593,405,image_20250419_155005.jpg,1280,720
Trash,2,595,213,125,image_20250419_155005.jpg,1280,720
Trash,2,560,169,160,image_20250419_155010.jpg,1280,720
Trash,377,560,259,152,image_20250419_155010.jpg,1280,720
Trash,147,624,268,91,image_20250419_155015.jpg,1280,720
Trash,573,475,123,189,image_20250419_155015.jpg,1280,720
Trash,151,638,267,82,image_20250419_155020.jpg,1280,720
Trash,579,478,126,187,image_20250419_155020.jpg,1280,720
Trash,159,632,259,88,image_20250419_155025.jpg,1280,720
Trash,581,486,125,184,image_20250419_155025.jpg,1280,720
Trash,159,643,262,77,image_20250419_155030.jpg,1280,720
Trash,576,486,126,190,image_20250419_155030.jpg,1280,720
Trash,154,643,262,77,image_20250419_155035.jpg,1280,720
Trash,582,492,122,184,image_20250419_155035.jpg,1280,720
Trash,154,644,261,76,image_20250419_155040.jpg,1280,720
Trash,579,493,122,184,image_20250419_155040.jpg,1280,720
Trash,150,652,264,68,image_20250419_155045.jpg,1280,720
Trash,579,495,116,187,image_20250419_155045.jpg,1280,720
Trash,153,652,259,68,image_20250419_155051.jpg,1280,720
Trash,579,501,122,187,image_20250419_155051.jpg,1280,720
Trash,145,655,267,65,image_20250419_155056.jpg,1280,720
Trash,575,501,123,186,image_20250419_155056.jpg,1280,720
Trash,151,658,258,62,image_20250419_155101.jpg,1280,720
Trash,573,502,128,189,image_20250419_155101.jpg,1280,720
Trash,148,655,262,65,image_20250419_155106.jpg,1280,720
Trash,575,502,125,189,image_20250419_155106.jpg,1280,720
Trash,148,658,264,56,image_20250419_155111.jpg,1280,720
Trash,576,507,125,184,image_20250419_155111.jpg,1280,720
Trash,172,672,258,48,image_20250419_155116.jpg,1280,720
Trash,592,512,122,192,image_20250419_155116.jpg,1280,720
Trash,296,475,186,99,image_20250419_164458.jpg,1280,720
Trash,921,499,349,171,image_20250419_164458.jpg,1280,720
