label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Trash,309,500,50,45,image_20250419_164222.jpg,1280,720
Trash,477,511,82,45,image_20250419_164222.jpg,1280,720
Trash,745,500,246,132,image_20250419_164222.jpg,1280,720
Trash,313,505,52,37,image_20250419_164227.jpg,1280,720
Trash,747,505,244,125,image_20250419_164227.jpg,1280,720
Trash,686,496,67,50,image_20250419_164227.jpg,1280,720
Trash,380,509,95,45,image_20250419_164232.jpg,1280,720
Trash,740,505,253,125,image_20250419_164232.jpg,1280,720
Trash,984,531,58,60,image_20250419_164232.jpg,1280,720
Trash,4,446,199,212,image_20250419_164242.jpg,1280,720
Trash,2,446,207,212,image_20250419_164247.jpg,1280,720
Trash,792,502,224,119,image_20250419_164247.jpg,1280,720
Trash,132,448,315,205,image_20250419_164252.jpg,1280,720
Trash,984,507,268,125,image_20250419_164252.jpg,1280,720
Trash,134,453,317,194,image_20250419_164257.jpg,1280,720
Trash,982,505,265,121,image_20250419_164257.jpg,1280,720
Trash,125,451,324,203,image_20250419_164303.jpg,1280,720
Trash,801,500,130,88,image_20250419_164303.jpg,1280,720
Trash,123,448,319,207,image_20250419_164308.jpg,1280,720
Trash,566,496,125,63,image_20250419_164308.jpg,1280,720
Trash,799,500,130,88,image_20250419_164308.jpg,1280,720
Trash,127,453,319,199,image_20250419_164313.jpg,1280,720
Trash,566,492,123,65,image_20250419_164313.jpg,1280,720
Trash,2,451,214,127,image_20250419_164318.jpg,1280,720
Trash,563,494,125,63,image_20250419_164318.jpg,1280,720
Trash,537,477,272,149,image_20250419_164323.jpg,1280,720
Trash,481,479,73,88,image_20250419_164323.jpg,1280,720
Trash,460,487,194,138,image_20250419_164328.jpg,1280,720
Trash,652,490,43,84,image_20250419_164328.jpg,1280,720
Trash,462,485,199,147,image_20250419_164333.jpg,1280,720
Trash,650,496,67,73,image_20250419_164333.jpg,1280,720
Trash,460,479,199,151,image_20250419_164338.jpg,1280,720
Trash,663,492,17,69,image_20250419_164338.jpg,1280,720
Trash,460,481,192,151,image_20250419_164343.jpg,1280,720
Trash,654,492,30,86,image_20250419_164343.jpg,1280,720
Trash,462,481,192,145,image_20250419_164348.jpg,1280,720
Trash,645,492,43,84,image_20250419_164348.jpg,1280,720
Trash,460,487,199,138,image_20250419_164353.jpg,1280,720
Trash,658,496,26,80,image_20250419_164353.jpg,1280,720
Trash,462,485,196,145,image_20250419_164358.jpg,1280,720
Trash,656,490,32,88,image_20250419_164358.jpg,1280,720
Trash,814,505,224,101,image_20250419_164358.jpg,1280,720
Trash,2,451,212,153,image_20250419_164403.jpg,1280,720
Trash,460,481,199,149,image_20250419_164403.jpg,1280,720
Trash,835,500,214,108,image_20250419_164403.jpg,1280,720
Trash,2,453,220,151,image_20250419_164408.jpg,1280,720
Trash,455,479,205,151,image_20250419_164408.jpg,1280,720
Trash,831,500,214,108,image_20250419_164408.jpg,1280,720
Trash,2,444,214,160,image_20250419_164413.jpg,1280,720
Trash,458,479,205,149,image_20250419_164413.jpg,1280,720
Trash,831,502,214,108,image_20250419_164413.jpg,1280,720
Trash,0,448,214,158,image_20250419_164418.jpg,1280,720
Trash,458,479,205,151,image_20250419_164418.jpg,1280,720
Trash,829,505,214,101,image_20250419_164418.jpg,1280,720
Trash,0,457,222,151,image_20250419_164423.jpg,1280,720
Trash,458,485,201,147,image_20250419_164423.jpg,1280,720
Trash,831,500,216,104,image_20250419_164423.jpg,1280,720
Trash,2,455,209,158,image_20250419_164428.jpg,1280,720
Trash,458,483,205,145,image_20250419_164428.jpg,1280,720
Trash,831,502,212,101,image_20250419_164428.jpg,1280,720
Trash,863,490,253,162,image_20250419_164433.jpg,1280,720
Trash,870,494,248,160,image_20250419_164438.jpg,1280,720
Trash,296,470,190,99,image_20250419_164443.jpg,1280,720
Trash,961,496,307,173,image_20250419_164443.jpg,1280,720
Trash,296,470,188,108,image_20250419_164448.jpg,1280,720
Trash,958,485,309,192,image_20250419_164448.jpg,1280,720
Trash,291,472,194,106,image_20250419_164453.jpg,1280,720
Trash,917,492,345,181,image_20250419_164453.jpg,1280,720
Trash,296,472,190,108,image_20250419_164503.jpg,1280,720
Trash,568,366,712,354,image_20250419_164503.jpg,1280,720
Trash,548,472,30,117,image_20250419_164503.jpg,1280,720
